pID,pName,options,suggestion
EBAV-23,Metallic Gold,"[{""name"":""1oz"",""price"":1300},{""name"":""4oz"",""price"":3900}]","[""Not All Prices Match"",{""name"":""European Body Art VIBE Standard Metallic Gold 1oz"",""price"":1200},{""name"":""European Body Art VIBE Standard Metallic Gold 4oz"",""price"":3600}]"
EBA-30,Metallic Gold,"[{""name"":""1oz"",""price"":1300},{""name"":""4oz"",""price"":3750}]","[""Success-1"",{""name"":""European Body Art ENDURA Metallic Gold 1oz"",""price"":1300},{""name"":""European Body Art ENDURA Metallic Gold 4oz"",""price"":3750}]"
4333,Metallic Gold,"[{""name"":""32 oz"",""price"":5260}]","[""More Suggestions:4"",{""name"":""Auto-Air 4333 Metallic Gold 4oz"",""price"":725},{""name"":""Auto-Air 4333 Metallic Gold Gallon"",""price"":20025},{""name"":""Auto-Air 4333 Metallic Gold 32oz"",""price"":5260},{""name"":""Auto-Air 4333 Metallic Gold 16oz"",""price"":2725}]"
109L,Metallic Gold,"[{""name"":""4 oz"",""price"":1888},{""name"":""8 oz"",""price"":2347},{""name"":""Pint"",""price"":4069},{""name"":""Quart"",""price"":7858}]","[""Not All Prices Match"",{""name"":""One Shot 109L Metallic Gold 4oz"",""price"":1888},{""name"":""One Shot 109L Metallic Gold 8 oz"",""price"":2345},{""name"":""One Shot 109L Metallic Gold 16oz"",""price"":4290},{""name"":""One Shot 109L Metallic Gold 32oz"",""price"":8295}]"
EBA-33,Metallic Lavender,"[{""name"":""1oz"",""price"":1300},{""name"":""4oz"",""price"":3750}]","[""Success-1"",{""name"":""European Body Art ENDURA Metallic Lavander FX 1oz"",""price"":1300},{""name"":""European Body Art ENDURA Metallic Lavander FX 4oz"",""price"":3750}]"
4346,Metallic Light Brown,"[{""name"":""4 oz"",""price"":725},{""name"":""16 oz"",""price"":2725},{""name"":""32 oz"",""price"":5260},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":20025}]","[""Less Suggestions"",{""name"":""Auto-Air 4346 Metallic Light Brown 16oz"",""price"":2725}]"
4340,Metallic Midnight Blue,"[{""name"":""4 oz"",""price"":725},{""name"":""16 oz"",""price"":2725},{""name"":""32 oz"",""price"":5260},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":20025}]","[""Success-1"",{""name"":""Auto-Air 4340 Metallic Midnight Blue 4oz"",""price"":725},{""name"":""Auto-Air 4340 Metallic Midnight Blue 16oz"",""price"":2725},{""name"":""Auto-Air 4340 Metallic Midnight Blue 32oz"",""price"":5260},{""name"":""Auto-Air 4340 Metallic Midnight Blue Gallon"",""price"":20025}]"
4345,Metallic Pewter,"[{""name"":""4 oz"",""price"":725},{""name"":""16 oz"",""price"":2725},{""name"":""32 oz"",""price"":5260},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":20025}]","[""Success-1"",{""name"":""Auto-Air 4345 Metallic Pewter 4oz"",""price"":725},{""name"":""Auto-Air 4345 Metallic Pewter 16oz"",""price"":2725},{""name"":""Auto-Air 4345 Metallic Pewter 32oz"",""price"":5260},{""name"":""Auto-Air 4345 Metallic Pewter Gallon"",""price"":20025}]"
4343,Metallic Platinum,"[{""name"":""4 oz"",""price"":725},{""name"":""16 oz"",""price"":2725},{""name"":""32 oz"",""price"":5260},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":20025}]","[""Success-1"",{""name"":""Auto-Air 4343 Metallic Platinum 4oz"",""price"":725},{""name"":""Auto-Air 4343 Metallic Platinum 16oz"",""price"":2725},{""name"":""Auto-Air 4343 Metallic Platinum 32oz"",""price"":5260},{""name"":""Auto-Air 4343 Metallic Platinum Gallon"",""price"":20025}]"
4348,Metallic Rose,"[{""name"":""4 oz"",""price"":725},{""name"":""16 oz"",""price"":2725},{""name"":""32 oz"",""price"":5260},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":20025}]","[""Less Suggestions"",{""name"":""Aztek Gravity Side Cup w/ Lid 7.5cc"",""price"":650},{""name"":""Auto-Air 4348 Metallic Rose 4oz"",""price"":725},{""name"":""Auto-Air 4348 Metallic Rose 16oz"",""price"":2725}]"
EBAV-24,Metallic Silver,"[{""name"":""1oz"",""price"":1300},{""name"":""4oz"",""price"":3900}]","[""Not All Prices Match"",{""name"":""European Body Art VIBE Standard Metallic Silver 1oz"",""price"":1200},{""name"":""European Body Art VIBE Standard Metallic Silver 4oz"",""price"":3600}]"
EBA-32,Metallic Silver,"[{""name"":""1oz"",""price"":1300},{""name"":""4oz"",""price"":3750}]","[""Success-1"",{""name"":""European Body Art ENDURA Metallic Silver 1oz"",""price"":1300},{""name"":""European Body Art ENDURA Metallic Silver 4oz"",""price"":3750}]"
193L,Metallic Silver,"[{""name"":""4 oz"",""price"":928},{""name"":""8 oz"",""price"":1395},{""name"":""Pint"",""price"":1967},{""name"":""Quart"",""price"":3539}]","[""Not All Prices Match"",{""name"":""One Shot 193L Metallic Silver 4oz"",""price"":928},{""name"":""One Shot 193L Metallic Silver 8oz"",""price"":1395},{""name"":""One Shot 193L Metallic Silver 16oz"",""price"":1968},{""name"":""One Shot 193L Metallic Silver 32oz"",""price"":3539}]"
4331,Metallic White (coarse),"[{""name"":""4 oz"",""price"":725},{""name"":""16 oz"",""price"":2725},{""name"":""32 oz"",""price"":5260},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":20025}]","[""Success-1"",{""name"":""Auto-Air 4331 Metallic White COARSE 4oz"",""price"":725},{""name"":""Auto-Air 4331 Metallic White COARSE 16oz"",""price"":2725},{""name"":""Auto-Air 4331 Metallic White COARSE 32oz"",""price"":5260},{""name"":""Auto-Air 4331 Metallic White COARSE Gallon"",""price"":20025}]"
4330,Metallic White (fine),"[{""name"":""4 oz"",""price"":725}]","[""More Suggestions:4"",{""name"":""Auto-Air 5330 Metallic White FINE Gallon"",""price"":20025},{""name"":""Auto-Air 5330 Metallic White FINE 16oz"",""price"":2725},{""name"":""Auto-Air 5330 Metallic White FINE 32oz"",""price"":5260},{""name"":""Auto-Air 4330 Metallic White FINE 4oz"",""price"":725}]"
S2-FX04,Metalume Course CBC FX,"[{""name"":""2oz"",""price"":1004},{""name"":""4oz"",""price"":1825},{""name"":""8oz"",""price"":2765}]","[""Not All Prices Match"",{""name"":""HoK S2 FX 04 Metalume Course CBC 2oz"",""price"":1273},{""name"":""HoK S2 FX 04 Metalume Course CBC 4oz"",""price"":2315},{""name"":""HoK S2 FX 04 Metalume Course CBC 8oz"",""price"":3507}]"
S2-FX02,Metalume Fine FBC FX,"[{""name"":""2oz"",""price"":1302},{""name"":""4oz"",""price"":2368},{""name"":""8oz"",""price"":3591}]","[""Not All Prices Match"",{""name"":""HoK S2 FX 02 Metaulme Fine FBC  2oz"",""price"":1651},{""name"":""HoK S2 FX 02 Metaulme Fine FBC  4oz"",""price"":3005},{""name"":""HoK S2 FX 02 Metaulme Fine FBC  8oz"",""price"":4550}]"
S2-FX03,Metalume Medium BC FX,"[{""name"":""2oz"",""price"":1035},{""name"":""4oz"",""price"":1883},{""name"":""8oz"",""price"":2856}]","[""Not All Prices Match"",{""name"":""HoK S2 FX 03 Metalume Medium BC 2oz"",""price"":1313},{""name"":""HoK S2 FX 03 Metalume Medium BC 4oz"",""price"":2388},{""name"":""HoK S2 FX 03 Metalume Medium BC 8oz"",""price"":3626}]"
S2-FX01,Metalume Super Fine SFBC FX,"[{""name"":""2oz"",""price"":1111},{""name"":""4oz"",""price"":2020},{""name"":""8oz"",""price"":3059}]","[""Not All Prices Match"",{""name"":""HoK S2 FX 01 Metalume Super Fine  SFBC  2oz"",""price"":1408},{""name"":""HoK S2 FX 01 Metalume Super Fine  SFBC  4oz"",""price"":2560},{""name"":""HoK S2 FX 01 Metalume Super Fine  SFBC  8oz"",""price"":3882}]"
S2-FX05,Metalume Super Silver SSBC FX,"[{""name"":""2oz"",""price"":2593},{""name"":""4oz"",""price"":4715},{""name"":""8oz"",""price"":7151}]","[""Not All Prices Match"",{""name"":""HoK S2 FX 05 Metalume Super Silver SSBC 2oz"",""price"":3288},{""name"":""HoK S2 FX 05 Metalume Super Silver SSBC 4oz"",""price"":5978},{""name"":""HoK S2 FX 05 Metalume Super Silver SSBC 8oz"",""price"":9065}]"
S2-06,Meteor Maroon FX Base,"[{""name"":""4oz"",""price"":1541},{""name"":""8oz"",""price"":2802},{""name"":""16oz"",""price"":5094},{""name"":""24oz (Quart Can)"",""price"":7403}]","[""Not All Prices Match"",{""name"":""HoK S2 FX Karrier Base 06 Meteor Maroon 4oz"",""price"":2343},{""name"":""HoK S2 FX Karrier Base 06 Meteor Maroon 8oz"",""price"":4261},{""name"":""HoK S2 FX Karrier Base 06 Meteor Maroon 16oz"",""price"":7747},{""name"":""HoK S2 FX Karrier Base 06 Meteor Maroon 32oz"",""price"":9380}]"
BC13,Meteor Maroon II,"[{""name"":""4 oz"",""price"":1655},{""name"":""8 oz"",""price"":3009},{""name"":""16 oz"",""price"":5471},{""name"":""4oz PRE REDUCED 1:1"",""price"":1655},{""name"":""8oz PRE REDUCED 1:1"",""price"":3009},{""name"":""16oz PRE REDUCED 1:1"",""price"":5471},{""name"":""Quart"",""price"":8925},{""name"":""12oz AEROSOL Spray Can"",""price"":2705}]","[""Less Suggestions"",{""name"":""HoK Basecoat BC13 Meteor Maroon II 4oz"",""price"":2093},{""name"":""HoK Basecoat BC13 Meteor Maroon II 8oz"",""price"":3806},{""name"":""HoK Basecoat BC13 Meteor Maroon II 16oz"",""price"":6920},{""name"":""HoK Basecoat BC13 Meteor Maroon II 32oz"",""price"":11309}]"
X-2010,Micro Fiber Cloth,"[{""name"":""Single Cloth (X-2010)"",""price"":425},{""name"":""3 Pack (X-2020)"",""price"":950}]","[""No Suggestions"",""Parenthesis"",""Match Number: 0""]"
MS20025,Midnight Series BLACK KAT,"[{""name"":""4oz ($14.95)"",""price"":1495},{""name"":""8oz ($27.95)"",""price"":2795},{""name"":""16oz ($49.95)"",""price"":4995},{""name"":""Quart ($79.95)"",""price"":7995},{""name"":""12oz Aerosol ($27.95)"",""price"":2795},{""name"":""4oz *PRE-REDUCED 1:1* ($14.95)"",""price"":1495},{""name"":""8oz *PRE-REDUCED 1:1* ($27.95)"",""price"":2795},{""name"":""16oz *PRE-REDUCED 1:1* ($49.95)"",""price"":4995},{""name"":""Quart *PRE-REDUCED 1:1* ($79.95)"",""price"":7995}]","[""No Suggestions"",""Parenthesis"",""Match Number: 0""]"
MS203,Midnight Series SMOKEY,"[{""name"":""4oz ($14.95)"",""price"":1495},{""name"":""8oz ($27.95)"",""price"":2795},{""name"":""16oz ($49.95)"",""price"":4995},{""name"":""Quart ($79.95)"",""price"":7995},{""name"":""12oz Aerosol ($27.95)"",""price"":2795},{""name"":""4oz *PRE-REDUCED 1:1* ($14.95)"",""price"":1495},{""name"":""8oz *PRE-REDUCED 1:1* ($27.95)"",""price"":2795},{""name"":""16oz *PRE-REDUCED 1:1* ($49.95)"",""price"":4995},{""name"":""Quart *PRE-REDUCED 1:1* ($79.95)"",""price"":7995}]","[""No Suggestions"",""Parenthesis"",""Match Number: 0""]"
MDT,"Million Dollar Tan ""Tan Icon","[{""name"":""MDT-4oz"",""price"":995},{""name"":""MDT-8oz"",""price"":1595},{""name"":""MDT-16oz"",""price"":2995},{""name"":""MDT-64oz"",""price"":6895}]","[""More Suggestions:18"",{""name"":""Million Dollar Tan 4oz"",""price"":995},{""name"":""Million Dollar Tan 8oz"",""price"":1595},{""name"":""Million Dollar Tan 16oz"",""price"":3500},{""name"":""Million Dollar Tan 64oz"",""price"":8000},{""name"":""Million Dollar Tan Gallon"",""price"":14000},{""name"":""Million Dollar Tan Deep Bronze 8oz"",""price"":2495},{""name"":""Millon Dollar Tan Cabana Tan 4oz"",""price"":1895},{""name"":""Millon Dollar Tan Cabana Tan 8oz"",""price"":2895},{""name"":""Million Dollar Tan Barrier Cream 8oz"",""price"":1095},{""name"":""Million Dollar Tan Body Buffer 4oz"",""price"":1095},{""name"":""Million Dollar Tan Body Buffer 8oz"",""price"":1895},{""name"":""Million Dollar Tan Mermaid Mouse 4oz Gradual"",""price"":1999},{""name"":""Million Dollar Tan Mermaid Mouse 7oz Gradual"",""price"":2999},{""name"":""Million Dollar Tan All The Shimmers 4oz"",""price"":2895},{""name"":""Million Dollar Tan Mermaid Mouse 4oz Extreme"",""price"":2895},{""name"":""Million Dollar Tan Mermaid Mouse 7oz Extreme"",""price"":3699},{""name"":""Million Dollar Tan Portable Pop Up Tent TAN"",""price"":6695},{""name"":""Million Dollar Tan Portable Pop Up Tent BLACK"",""price"":6695}]"
MDT-BB,Million Dollar Tan Body Buffer,"[{""name"":""MDT-BB4 (4oz)"",""price"":1095},{""name"":""MDT-BB8 (8oz)"",""price"":1895}]","[""Success-1"",{""name"":""Million Dollar Tan Body Buffer 4oz"",""price"":1095},{""name"":""Million Dollar Tan Body Buffer 8oz"",""price"":1895}]"
MDT-CT,Million Dollar Tan Cabana Tan,"[{""name"":""MDT-CT4 (4oz)"",""price"":1895},{""name"":""MDT-CT8 (8oz)"",""price"":2895}]","[""Success-1"",{""name"":""Millon Dollar Tan Cabana Tan 4oz"",""price"":1895},{""name"":""Millon Dollar Tan Cabana Tan 8oz"",""price"":2895}]"
MDTX,Million Dollar Tan Extreme,"[{""name"":""MDTX-4oz"",""price"":1295},{""name"":""MDTX-8oz"",""price"":1995},{""name"":""MDTX-16oz"",""price"":3695},{""name"":""MDTX-64oz"",""price"":7900},{""name"":""MDTX-Gallon"",""price"":13900}]","[""Not All Prices Match"",{""name"":""Million Dollar Tan EXTREME 4oz"",""price"":1295},{""name"":""Million Dollar Tan EXTREME 8oz"",""price"":1995},{""name"":""Million Dollar Tan EXTREME 16oz"",""price"":3995},{""name"":""Million Dollar Tan EXTREME 64oz"",""price"":9000},{""name"":""Million Dollar Tan EXTREME Gallon"",""price"":16000}]"
MA38R,Milton Cobra Flex Air Hose,"[{""name"":""25' x 3/8\"" ID (MA3825)"",""price"":2488},{""name"":""35' x 3/8\"" ID (MA3835)"",""price"":3152},{""name"":""50' x 3/8\"" ID (MA3850)"",""price"":3986}]","[""No Suggestions"",""Parenthesis"",""Success-2"",{""name"":""Milton Cobra Flex Air Hose ⅜\"" x 25ft"",""price"":2850},{""name"":""Milton Cobra Flex Air Hose ⅜\"" x 35ft"",""price"":3550},{""name"":""Milton Cobra Flex Air Hose ⅜\"" x 50ft"",""price"":4250}]"
F61,Mini Kamen Blue,"[{""name"":""1 oz by vol."",""price"":1295},{""name"":""6 oz"",""price"":7495}]","[""Not All Prices Match"",{""name"":""Hok Flake F61 Mini Kamen Blue 1oz"",""price"":1803},{""name"":""Hok Flake F61 Mini Kamen Blue 6oz"",""price"":7571}]"
GUITAR-STRAT,Mini Wood Guitar Body,"[{""name"":""Stratocaster (2 horns)"",""price"":0},{""name"":""Telecaster (single horn)"",""price"":0}]","[""Less Suggestions"",{""name"":""Mini Guitar Body Stratocaster (Double Horn)"",""price"":1995},""Parenthesis"",""Match Number: 0""]"
SG103,Molly Orange,"[{""name"":""4 oz"",""price"":2717},{""name"":""8 oz"",""price"":4940},{""name"":""16 oz"",""price"":8981},{""name"":""4oz PRE REDUCED 1:1"",""price"":2717},{""name"":""8oz PRE REDUCED 1:1"",""price"":4940},{""name"":""16oz PRE REDUCED 1:1"",""price"":8981},{""name"":""Quart"",""price"":12471},{""name"":""12oz AEROSOL Spray Can"",""price"":3767}]","[""Less Suggestions"",{""name"":""HoK Graphic Kolors SG103 Molly Orange 4oz"",""price"":3758},{""name"":""HoK Graphic Kolors SG103 Molly Orange 8oz"",""price"":6832},{""name"":""HoK Graphic Kolors SG103 Molly Orange 16oz"",""price"":12423},{""name"":""HoK Graphic Kolors SG103 Molly Orange 32oz"",""price"":18848}]"
MOONSUIT,Moonsuit Nylon/Cotton Coverall,"[{""name"":""6937 (Medium)"",""price"":0},{""name"":""6938 (Large)"",""price"":0},{""name"":""6939 (X-Large)"",""price"":0},{""name"":""6940 (3X-Large)"",""price"":0}]","[""No Suggestions"",""Parenthesis"",""Match Number: 0""]"
AQ107,Natural Beige Foundation,"[{""name"":""1 oz"",""price"":1695},{""name"":""4 oz"",""price"":5995}]","[""Less Suggestions"",{""name"":""Temptu Aqua Foundation #107 Natural Beige 1oz"",""price"":1695}]"
DA09,Natural Mocha,"[{""name"":""1 oz"",""price"":1050},{""name"":""4 oz"",""price"":2695},{""name"":""16oz"",""price"":10200}]","[""Less Suggestions"",{""name"":""Temptu Dura Skin Tone 09 Natural Mocha 1oz"",""price"":1350},{""name"":""Temptu Dura Skin Tone 09 Natural Mocha 4oz"",""price"":3150}]"
S/B-009,Natural Mocha Foundation,"[{""name"":""1 oz"",""price"":2350},{""name"":""4 oz"",""price"":8500}]","[""Success-1"",{""name"":""Temptu S/B Foundation 009 Mocha 1oz"",""price"":2350},{""name"":""Temptu S/B Foundation 009 Mocha 4oz"",""price"":8500}]"
AQ103,Natural Tan Foundation,"[{""name"":""1 oz"",""price"":1695},{""name"":""4 oz"",""price"":5995}]","[""Success-1"",{""name"":""Temptu Aqua Foundation #103 Natural Tan 1oz"",""price"":1695},{""name"":""Temptu Aqua Foundation #103 Natural Tan 4oz"",""price"":5995}]"
HX-NEB,Nebula  XTREME-SHIFT,"[{""name"":""4oz / TESTER ($61.40)"",""price"":6140},{""name"":""10oz / AEROSOL ($106.65)"",""price"":10665},{""name"":""16oz / PINT ($163.74)"",""price"":16374},{""name"":""32oz / QUART ($284.77)"",""price"":28477},{""name"":""128oz / GALLON ($990.51)"",""price"":99051}]","[""No Suggestions"",""Parenthesis"",""Match Number: 0""]"
S/B-044,Nectar Blush,"[{""name"":""1 oz"",""price"":2350},{""name"":""4 oz"",""price"":8500}]","[""No Suggestions""]"
5-206,Neutral Gray 10%,"[{""name"":""1 oz"",""price"":289},{""name"":""4 oz"",""price"":869},{""name"":""16 oz"",""price"":3175},{""name"":""32 oz *Special Order*"",""price"":5375},{""name"":""Gallon *Special Order*"",""price"":16900}]","[""Success-1"",{""name"":""Comart Photo Gray 10% 1oz"",""price"":289},{""name"":""Comart Photo Gray 10% 4oz"",""price"":869},{""name"":""Comart Photo Gray 10% 16oz"",""price"":3175},{""name"":""Comart Photo Gray 10% 32oz"",""price"":5375},{""name"":""Comart Photo Gray 10% Gallon *SPECIAL ORDER"",""price"":16900}]"
5-205,Neutral Gray 20%,"[{""name"":""1 oz"",""price"":289},{""name"":""4 oz"",""price"":869},{""name"":""16 oz"",""price"":3175},{""name"":""32 oz *Special Order*"",""price"":5375},{""name"":""Gallon *Special Order*"",""price"":16900}]","[""Success-1"",{""name"":""Comart Photo Gray 20% 1oz"",""price"":289},{""name"":""Comart Photo Gray 20% 4oz"",""price"":869},{""name"":""Comart Photo Gray 20% 16oz"",""price"":3175},{""name"":""Comart Photo Gray 20% 32oz"",""price"":5375},{""name"":""Comart Photo Gray 20% Gallon *SPECIAL ORDER"",""price"":16900}]"
5-204,Neutral Gray 30%,"[{""name"":""1 oz"",""price"":289},{""name"":""4 oz"",""price"":869},{""name"":""16 oz"",""price"":3175},{""name"":""32 oz *Special Order*"",""price"":5375},{""name"":""Gallon *Special Order*"",""price"":16900}]","[""Success-1"",{""name"":""Comart Photo Gray 30% 1oz"",""price"":289},{""name"":""Comart Photo Gray 30% 4oz"",""price"":869},{""name"":""Comart Photo Gray 30% 16oz"",""price"":3175},{""name"":""Comart Photo Gray 30% 32oz"",""price"":5375},{""name"":""Comart Photo Gray 30% Gallon *SPECIAL ORDER"",""price"":16900}]"
5-203,Neutral Gray 40%,"[{""name"":""1 oz"",""price"":289},{""name"":""4 oz"",""price"":869},{""name"":""16 oz"",""price"":3175},{""name"":""32 oz *Special Order*"",""price"":5375},{""name"":""Gallon *Special Order*"",""price"":16900}]","[""Success-1"",{""name"":""Comart Photo Gray 40% 1oz"",""price"":289},{""name"":""Comart Photo Gray 40% 4oz"",""price"":869},{""name"":""Comart Photo Gray 40% 16oz"",""price"":3175},{""name"":""Comart Photo Gray 40% 32oz"",""price"":5375},{""name"":""Comart Photo Gray 40% Gallon *SPECIAL ORDER"",""price"":16900}]"
5-202,Neutral Gray 50%,"[{""name"":""1 oz"",""price"":289},{""name"":""4 oz"",""price"":869},{""name"":""16 oz"",""price"":3175},{""name"":""32 oz *Special Order*"",""price"":5375},{""name"":""Gallon *Special Order*"",""price"":16900}]","[""Success-1"",{""name"":""Comart Photo Gray 50% 1oz"",""price"":289},{""name"":""Comart Photo Gray 50% 4oz"",""price"":869},{""name"":""Comart Photo Gray 50% 16oz"",""price"":3175},{""name"":""Comart Photo Gray 50% 32oz"",""price"":5375},{""name"":""Comart Photo Gray 50% Gallon *SPECIAL ORDER"",""price"":16900}]"
5-201,Neutral Gray 60%,"[{""name"":""1 oz"",""price"":289},{""name"":""4 oz"",""price"":869},{""name"":""16 oz"",""price"":3175},{""name"":""32 oz *Special Order*"",""price"":5375},{""name"":""Gallon *Special Order*"",""price"":16900}]","[""More Suggestions:6"",{""name"":""All Photo Gray colors in 1oz 201-206"",""price"":1434},{""name"":""Comart Photo Gray 60% 1oz"",""price"":289},{""name"":""Comart Photo Gray 60% 4oz"",""price"":869},{""name"":""Comart Photo Gray 60% 16oz"",""price"":3175},{""name"":""Comart Photo Gray 60% 32oz"",""price"":5375},{""name"":""Comart Photo Gray 60% Gallon *SPECIAL ORDER"",""price"":16900}]"
MB00,Neutral Marblizer,"[{""name"":""4 oz"",""price"":1467},{""name"":""8 oz"",""price"":2666},{""name"":""16 oz"",""price"":4848},{""name"":""Quart"",""price"":6129},{""name"":""12oz Aerosol Spray Can"",""price"":2467}]","[""Less Suggestions"",{""name"":""HoK Marblizer Effect MB00 Neutral  4oz"",""price"":1549},{""name"":""HoK Marblizer Effect MB00 Neutral  8oz"",""price"":2816},{""name"":""HoK Marblizer Effect MB00 Neutral  16oz"",""price"":5120},{""name"":""HoK Marblizer Effect MB00 Neutral  32oz"",""price"":7767}]"
